useCost,Key_money
222105,92319421.05263157
19653150,92319421.05263157
42377050,92319421.05263157
223232920,92319421.05263157
473434133,92319421.05263157
508181029,92319421.05263157
1023775197,92319421.05263157
541021212,92319421.05263157
1047659316,92319421.05263157
551521541,92319421.05263157
825303211,92319421.05263157
7448376,92319421.05263157
7648074,92319421.05263157
460654643,92319421.05263157
443433086,92319421.05263157
41493587,92319421.05263157
101639528,92319421.05263157
75364747,92319421.05263157
267647133,92319421.05263157
116026444,92319421.05263157
186708203,92319421.05263157
123987136,92319421.05263157
160142080,92319421.05263157
448638,92319421.05263157
1218109,92319421.05263157
54461831,92319421.05263157
54245703,92319421.05263157
501914566,92319421.05263157
739999360,92319421.05263157
1065870750,92319421.05263157
1471079108,92319421.05263157
1075481953,92319421.05263157
1568235638,92319421.05263157
997880813,92319421.05263157
1224306564,92319421.05263157
17177390,92319421.05263157
11906166,92319421.05263157
705001549,92319421.05263157
571979711,92319421.05263157
286744055,92319421.05263157
320891501,92319421.05263157
406390701,92319421.05263157
474582728,92319421.05263157
329237473,92319421.05263157
421376465,92319421.05263157
324188126,92319421.05263157
322339100,92319421.05263157
9126130,92319421.05263157
10985400,92319421.05263157
227319424,92319421.05263157
157555703,92319421.05263157
12878597,92319421.05263157
66249334,92319421.05263157
28832012,92319421.05263157
127935573,92319421.05263157
34250460,92319421.05263157
80142146,92319421.05263157
32983856,92319421.05263157
48290539,92319421.05263157
684140,92319421.05263157
1600280,92319421.05263157
27252760,92319421.05263157
42233235,92319421.05263157
132654296,92319421.05263157
253636067,92319421.05263157
389940702,92319421.05263157
660555755,92319421.05263157
552581079,92319421.05263157
795775396,92319421.05263157
691219453,92319421.05263157
821266954,92319421.05263157
4196319,92319421.05263157
10908862,92319421.05263157
577735703,92319421.05263157
434141826,92319421.05263157
4963640,92319421.05263157
12740700,92319421.05263157
7320100,92319421.05263157
32361900,92319421.05263157
6903700,92319421.05263157
28725400,92319421.05263157
5534600,92319421.05263157
16990300,92319421.05263157
266000,92319421.05263157
6400310,92319421.05263157
4504400,92319421.05263157
124435940,92319421.05263157
215633360,92319421.05263157
277017655,92319421.05263157
352029074,92319421.05263157
365099040,92319421.05263157
483710516,92319421.05263157
523347925,92319421.05263157
521660786,92319421.05263157
3924150,92319421.05263157
4994010,92319421.05263157
399295548,92319421.05263157
230912360,92319421.05263157
28450579,92319421.05263157
49299390,92319421.05263157
54498007,92319421.05263157
88642105,92319421.05263157
86631758,92319421.05263157
110395549,92319421.05263157
115442764,92319421.05263157
89769029,92319421.05263157
247750,92319421.05263157
462050,92319421.05263157
45468895,92319421.05263157
24624397,92319421.05263157
62106120,92319421.05263157
86866790,92319421.05263157
113898510,92319421.05263157
158257930,92319421.05263157
137293150,92319421.05263157
232269400,92319421.05263157
157310322,92319421.05263157
203657458,92319421.05263157
2185600,92319421.05263157
3942580,92319421.05263157
82619170,92319421.05263157
88645210,92319421.05263157
44897646,92319421.05263157
49745977,92319421.05263157
68946640,92319421.05263157
66530259,92319421.05263157
53165036,92319421.05263157
65423076,92319421.05263157
56261027,92319421.05263157
55254068,92319421.05263157
4081150,92319421.05263157
3902450,92319421.05263157
47384192,92319421.05263157
27169070,92319421.05263157
57206060,92319421.05263157
243551105,92319421.05263157
128989976,92319421.05263157
296152624,92319421.05263157
117031115,92319421.05263157
204749760,92319421.05263157
75617755,92319421.05263157
92167600,92319421.05263157
1992300,92319421.05263157
1031200,92319421.05263157
37904520,92319421.05263157
27612050,92319421.05263157
43321343,92319421.05263157
95104991,92319421.05263157
91945854,92319421.05263157
207375456,92319421.05263157
106244567,92319421.05263157
226856794,92319421.05263157
101194439,92319421.05263157
189085383,92319421.05263157
314000,92319421.05263157
427000,92319421.05263157
64926737,92319421.05263157
72985032,92319421.05263157
11040500,92319421.05263157
66366800,92319421.05263157
41643700,92319421.05263157
202801000,92319421.05263157
35665000,92319421.05263157
251841800,92319421.05263157
23173700,92319421.05263157
117683300,92319421.05263157
512000,92319421.05263157
497000,92319421.05263157
21112500,92319421.05263157
44097455,92319421.05263157
246040540,92319421.05263157
485198360,92319421.05263157
556739368,92319421.05263157
970069695,92319421.05263157
583245870,92319421.05263157
1093169833,92319421.05263157
624739409,92319421.05263157
910723164,92319421.05263157
8609040,92319421.05263157
8577960,92319421.05263157
478708998,92319421.05263157
436381053,92319421.05263157
35830178,92319421.05263157
109981043,92319421.05263157
96271564,92319421.05263157
302363622,92319421.05263157
135805963,92319421.05263157
217810576,92319421.05263157
135018880,92319421.05263157
159901367,92319421.05263157
768100,92319421.05263157
199300,92319421.05263157
56043743,92319421.05263157
50303449,92319421.05263157
488584502,92319421.05263157
672951406,92319421.05263157
969917131,92319421.05263157
1350068294,92319421.05263157
1090740631,92319421.05263157
1558135613,92319421.05263157
1114556540,92319421.05263157
1302818730,92319421.05263157
34744720,92319421.05263157
16566445,92319421.05263157
718390294,92319421.05263157
581535766,92319421.05263157
267134174,92319421.05263157
293867039,92319421.05263157
379308268,92319421.05263157
428361316,92319421.05263157
375913169,92319421.05263157
401269920,92319421.05263157
342592363,92319421.05263157
363884947,92319421.05263157
17309500,92319421.05263157
16194800,92319421.05263157
237610754,92319421.05263157
163879926,92319421.05263157
13043025,92319421.05263157
57380099,92319421.05263157
29154593,92319421.05263157
101662928,92319421.05263157
36392891,92319421.05263157
91428601,92319421.05263157
25995522,92319421.05263157
48895527,92319421.05263157
1398100,92319421.05263157
2041520,92319421.05263157
25031886,92319421.05263157
43086540,92319421.05263157
165482239,92319421.05263157
299329224,92319421.05263157
400272169,92319421.05263157
681248193,92319421.05263157
598834753,92319421.05263157
1021560054,92319421.05263157
895272432,92319421.05263157
989755437,92319421.05263157
6716072,92319421.05263157
3887130,92319421.05263157
703233108,92319421.05263157
462877896,92319421.05263157
2303300,92319421.05263157
10316000,92319421.05263157
3383600,92319421.05263157
32363800,92319421.05263157
4063300,92319421.05263157
27346990,92319421.05263157
6311400,92319421.05263157
21046500,92319421.05263157
68000,92319421.05263157
60500,92319421.05263157
8944800,92319421.05263157
5905000,92319421.05263157
113140906,92319421.05263157
206050450,92319421.05263157
235899605,92319421.05263157
334071814,92319421.05263157
344751120,92319421.05263157
496493435,92319421.05263157
607753045,92319421.05263157
632191308,92319421.05263157
2605400,92319421.05263157
2571260,92319421.05263157
511980018,92319421.05263157
285340958,92319421.05263157
20125370,92319421.05263157
32828038,92319421.05263157
31741655,92319421.05263157
56573930,92319421.05263157
67546953,92319421.05263157
96932087,92319421.05263157
105462764,92319421.05263157
122196949,92319421.05263157
139100,92319421.05263157
537100,92319421.05263157
58903936,92319421.05263157
28817253,92319421.05263157
71783131,92319421.05263157
101642460,92319421.05263157
108308900,92319421.05263157
164907170,92319421.05263157
142775350,92319421.05263157
260967080,92319421.05263157
184020980,92319421.05263157
252355392,92319421.05263157
1460080,92319421.05263157
2447690,92319421.05263157
109480930,92319421.05263157
108098830,92319421.05263157
38435907,92319421.05263157
45016467,92319421.05263157
50932202,92319421.05263157
60088440,92319421.05263157
46684946,92319421.05263157
68850117,92319421.05263157
65523577,92319421.05263157
60749902,92319421.05263157
2735600,92319421.05263157
1961400,92319421.05263157
63735334,92319421.05263157
35006510,92319421.05263157
57233510,92319421.05263157
160155322,92319421.05263157
79605035,92319421.05263157
222717053,92319421.05263157
88560809,92319421.05263157
159629672,92319421.05263157
66204465,92319421.05263157
100191180,92319421.05263157
936900,92319421.05263157
494800,92319421.05263157
29576105,92319421.05263157
22696850,92319421.05263157
40585125,92319421.05263157
90545193,92319421.05263157
85119058,92319421.05263157
200414286,92319421.05263157
96073940,92319421.05263157
231114315,92319421.05263157
156519548,92319421.05263157
212061273,92319421.05263157
381700,92319421.05263157
409600,92319421.05263157
81405056,92319421.05263157
82624622,92319421.05263157
10891100,92319421.05263157
68449200,92319421.05263157
24137600,92319421.05263157
175044100,92319421.05263157
24104600,92319421.05263157
208199150,92319421.05263157
20085200,92319421.05263157
120826600,92319421.05263157
510000,92319421.05263157
441000,92319421.05263157
27659050,92319421.05263157
45994250,92319421.05263157
197856251,92319421.05263157
404314490,92319421.05263157
426134510,92319421.05263157
867970918,92319421.05263157
538768477,92319421.05263157
1023235995,92319421.05263157
694939397,92319421.05263157
999590066,92319421.05263157
6199260,92319421.05263157
6770050,92319421.05263157
549203035,92319421.05263157
498166449,92319421.05263157
33182718,92319421.05263157
92573762,92319421.05263157
71473276,92319421.05263157
249770471,92319421.05263157
96859442,92319421.05263157
175207099,92319421.05263157
120258747,92319421.05263157
166912260,92319421.05263157
284500,92319421.05263157
186400,92319421.05263157
69999088,92319421.05263157
67114795,92319421.05263157
458280175,92319421.05263157
669097373,92319421.05263157
919623650,92319421.05263157
1312563086,92319421.05263157
1064810653,92319421.05263157
1594824416,92319421.05263157
1298778410,92319421.05263157
1519415406,92319421.05263157
24941510,92319421.05263157
10830290,92319421.05263157
957205703,92319421.05263157
732369006,92319421.05263157
189889212,92319421.05263157
308723010,92319421.05263157
328015832,92319421.05263157
408747425,92319421.05263157
314146925,92319421.05263157
391743160,92319421.05263157
367950242,92319421.05263157
385786349,92319421.05263157
8430300,92319421.05263157
10820500,92319421.05263157
272911210,92319421.05263157
184041329,92319421.05263157
10808630,92319421.05263157
46596767,92319421.05263157
27825281,92319421.05263157
82581466,92319421.05263157
32836635,92319421.05263157
76485732,92319421.05263157
32604760,92319421.05263157
52577262,92319421.05263157
1426540,92319421.05263157
1622250,92319421.05263157
28995920,92319421.05263157
45313770,92319421.05263157
132677899,92319421.05263157
249228841,92319421.05263157
307232165,92319421.05263157
552666478,92319421.05263157
510600320,92319421.05263157
799549515,92319421.05263157
658414313,92319421.05263157
927463454,92319421.05263157
1740256,92319421.05263157
3454307,92319421.05263157
532841005,92319421.05263157
390360049,92319421.05263157
3580500,92319421.05263157
12755100,92319421.05263157
3677300,92319421.05263157
32286800,92319421.05263157
7587100,92319421.05263157
35751800,92319421.05263157
7023700,92319421.05263157
15184500,92319421.05263157
26000,92319421.05263157
166000,92319421.05263157
7591500,92319421.05263157
6622600,92319421.05263157
127576970,92319421.05263157
233973390,92319421.05263157
288254506,92319421.05263157
465025159,92319421.05263157
608315452,92319421.05263157
849841265,92319421.05263157
751965130,92319421.05263157
798577661,92319421.05263157
3889750,92319421.05263157
4679450,92319421.05263157
672353345,92319421.05263157
467608838,92319421.05263157
27713574,92319421.05263157
48291795,92319421.05263157
52314340,92319421.05263157
117462706,92319421.05263157
152258991,92319421.05263157
214239955,92319421.05263157
165525060,92319421.05263157
136469378,92319421.05263157
622700,92319421.05263157
921600,92319421.05263157
66314461,92319421.05263157
43400278,92319421.05263157
80749650,92319421.05263157
115945913,92319421.05263157
139347590,92319421.05263157
216183732,92319421.05263157
264610464,92319421.05263157
421568966,92319421.05263157
270123629,92319421.05263157
327873831,92319421.05263157
1356230,92319421.05263157
3739600,92319421.05263157
153804168,92319421.05263157
177567020,92319421.05263157
25641374,92319421.05263157
34061996,92319421.05263157
42703410,92319421.05263157
55067396,92319421.05263157
70580094,92319421.05263157
95418860,92319421.05263157
73549828,92319421.05263157
71522502,92319421.05263157
1316150,92319421.05263157
1636400,92319421.05263157
83427140,92319421.05263157
55430954,92319421.05263157
65893090,92319421.05263157
215369216,92319421.05263157
80218245,92319421.05263157
212973035,92319421.05263157
102853475,92319421.05263157
173571905,92319421.05263157
65786015,92319421.05263157
82688389,92319421.05263157
404000,92319421.05263157
456900,92319421.05263157
38068560,92319421.05263157
28749090,92319421.05263157
41651251,92319421.05263157
98764078,92319421.05263157
93697605,92319421.05263157
237533539,92319421.05263157
135563919,92319421.05263157
306961239,92319421.05263157
133393832,92319421.05263157
238014188,92319421.05263157
260500,92319421.05263157
411796,92319421.05263157
104673199,92319421.05263157
116552335,92319421.05263157
8959100,92319421.05263157
38674900,92319421.05263157
19145600,92319421.05263157
161530600,92319421.05263157
24715900,92319421.05263157
210688500,92319421.05263157
19826500,92319421.05263157
119122500,92319421.05263157
813000,92319421.05263157
294000,92319421.05263157
26580240,92319421.05263157
52071950,92319421.05263157
222120688,92319421.05263157
411323216,92319421.05263157
464761372,92319421.05263157
1012007615,92319421.05263157
772572556,92319421.05263157
1348497920,92319421.05263157
800655985,92319421.05263157
1116808350,92319421.05263157
7648210,92319421.05263157
9963430,92319421.05263157
734629147,92319421.05263157
701498950,92319421.05263157
43493893,92319421.05263157
82743815,92319421.05263157
105589179,92319421.05263157
241088275,92319421.05263157
200931639,92319421.05263157
317953115,92319421.05263157
193808802,92319421.05263157
223204994,92319421.05263157
785300,92319421.05263157
936000,92319421.05263157
137109723,92319421.05263157
112263606,92319421.05263157
430709735,92319421.05263157
611676385,92319421.05263157
917565727,92319421.05263157
1410592639,92319421.05263157
1454490502,92319421.05263157
1972726665,92319421.05263157
1438408736,92319421.05263157
1658281297,92319421.05263157
15213090,92319421.05263157
13846086,92319421.05263157
1106680397,92319421.05263157
948073518,92319421.05263157
147268308,92319421.05263157
171132449,92319421.05263157
283900760,92319421.05263157
308518451,92319421.05263157
349094610,92319421.05263157
398790935,92319421.05263157
335874387,92319421.05263157
359225916,92319421.05263157
4863430,92319421.05263157
8180720,92319421.05263157
327853114,92319421.05263157
225795000,92319421.05263157
14521730,92319421.05263157
46005994,92319421.05263157
25900795,92319421.05263157
101969979,92319421.05263157
55501540,92319421.05263157
92737195,92319421.05263157
41326580,92319421.05263157
58759453,92319421.05263157
761390,92319421.05263157
1711660,92319421.05263157
41273220,92319421.05263157
61034615,92319421.05263157
165707246,92319421.05263157
270112772,92319421.05263157
359589211,92319421.05263157
759653285,92319421.05263157
596883567,92319421.05263157
1129614904,92319421.05263157
792026865,92319421.05263157
1111221931,92319421.05263157
4464316,92319421.05263157
3146384,92319421.05263157
613354308,92319421.05263157
568833026,92319421.05263157
2634700,92319421.05263157
10914800,92319421.05263157
4825000,92319421.05263157
24631600,92319421.05263157
6887600,92319421.05263157
32124400,92319421.05263157
5967400,92319421.05263157
15098000,92319421.05263157
15800,92319421.05263157
69500,92319421.05263157
8154750,92319421.05263157
7354500,92319421.05263157
121155130,92319421.05263157
194060550,92319421.05263157
254981355,92319421.05263157
411047845,92319421.05263157
453699428,92319421.05263157
660291526,92319421.05263157
649206329,92319421.05263157
661499334,92319421.05263157
6028250,92319421.05263157
4017840,92319421.05263157
679435105,92319421.05263157
423441690,92319421.05263157
25915150,92319421.05263157
40055615,92319421.05263157
46517784,92319421.05263157
82261897,92319421.05263157
110143895,92319421.05263157
152537730,92319421.05263157
107780521,92319421.05263157
128602420,92319421.05263157
732620,92319421.05263157
232750,92319421.05263157
70575947,92319421.05263157
47236801,92319421.05263157
72361000,92319421.05263157
97064037,92319421.05263157
116520723,92319421.05263157
188644692,92319421.05263157
219275116,92319421.05263157
341140634,92319421.05263157
229500004,92319421.05263157
279793268,92319421.05263157
1709350,92319421.05263157
2530390,92319421.05263157
160274001,92319421.05263157
167718353,92319421.05263157
23773542,92319421.05263157
32862124,92319421.05263157
41963200,92319421.05263157
54144862,92319421.05263157
60933208,92319421.05263157
70493837,92319421.05263157
62753416,92319421.05263157
65511350,92319421.05263157
904850,92319421.05263157
799400,92319421.05263157
89436420,92319421.05263157
54202650,92319421.05263157
39985110,92319421.05263157
123256190,92319421.05263157
64642520,92319421.05263157
176595605,92319421.05263157
76717260,92319421.05263157
140018162,92319421.05263157
50243135,92319421.05263157
61629360,92319421.05263157
618300,92319421.05263157
691700,92319421.05263157
34271240,92319421.05263157
26569970,92319421.05263157
39542871,92319421.05263157
88294175,92319421.05263157
87744133,92319421.05263157
209335258,92319421.05263157
111837612,92319421.05263157
261400711,92319421.05263157
106784628,92319421.05263157
201572160,92319421.05263157
411700,92319421.05263157
573890,92319421.05263157
98267741,92319421.05263157
100560665,92319421.05263157
15214200,92319421.05263157
50030100,92319421.05263157
24512000,92319421.05263157
149785000,92319421.05263157
31542800,92319421.05263157
199369310,92319421.05263157
19457400,92319421.05263157
103588100,92319421.05263157
164000,92319421.05263157
156000,92319421.05263157
21729800,92319421.05263157
47630940,92319421.05263157
190356920,92319421.05263157
359330688,92319421.05263157
428823469,92319421.05263157
936722087,92319421.05263157
645381800,92319421.05263157
1139908357,92319421.05263157
690478545,92319421.05263157
978592948,92319421.05263157
8564050,92319421.05263157
7550760,92319421.05263157
695755173,92319421.05263157
641051816,92319421.05263157
28438654,92319421.05263157
62320584,92319421.05263157
80647014,92319421.05263157
182788190,92319421.05263157
142322297,92319421.05263157
217317483,92319421.05263157
108404269,92319421.05263157
169571761,92319421.05263157
160000,92319421.05263157
596500,92319421.05263157
103604825,92319421.05263157
78512367,92319421.05263157
396148757,92319421.05263157
525454782,92319421.05263157
781522810,92319421.05263157
1163649406,92319421.05263157
1080194279,92319421.05263157
1492182330,92319421.05263157
1117567635,92319421.05263157
1296792404,92319421.05263157
16631460,92319421.05263157
8625135,92319421.05263157
1015319433,92319421.05263157
815036196,92319421.05263157
156270494,92319421.05263157
172055449,92319421.05263157
272484820,92319421.05263157
309806668,92319421.05263157
327285739,92319421.05263157
377837270,92319421.05263157
318888923,92319421.05263157
328937325,92319421.05263157
6856024,92319421.05263157
5473900,92319421.05263157
328912966,92319421.05263157
213323745,92319421.05263157
13812651,92319421.05263157
34492575,92319421.05263157
26778560,92319421.05263157
86000457,92319421.05263157
37110080,92319421.05263157
81304928,92319421.05263157
37948146,92319421.05263157
51658925,92319421.05263157
898270,92319421.05263157
1404720,92319421.05263157
37448833,92319421.05263157
51488810,92319421.05263157
155930397,92319421.05263157
291476909,92319421.05263157
412513634,92319421.05263157
775641287,92319421.05263157
703965613,92319421.05263157
1184218312,92319421.05263157
1047546657,92319421.05263157
1301478296,92319421.05263157
1549721,92319421.05263157
3717482,92319421.05263157
889883693,92319421.05263157
707156913,92319421.05263157
1847900,92319421.05263157
10818000,92319421.05263157
3572800,92319421.05263157
20691500,92319421.05263157
5510220,92319421.05263157
18986800,92319421.05263157
5799400,92319421.05263157
15135300,92319421.05263157
7240800,92319421.05263157
4879300,92319421.05263157
126292990,92319421.05263157
212418920,92319421.05263157
276271960,92319421.05263157
392127180,92319421.05263157
433988525,92319421.05263157
583277455,92319421.05263157
706680182,92319421.05263157
678966829,92319421.05263157
2597750,92319421.05263157
1752000,92319421.05263157
547740394,92319421.05263157
305070978,92319421.05263157
24004974,92319421.05263157
39529455,92319421.05263157
44831302,92319421.05263157
83087700,92319421.05263157
92155261,92319421.05263157
126081021,92319421.05263157
118291350,92319421.05263157
123363153,92319421.05263157
243530,92319421.05263157
336900,92319421.05263157
47645137,92319421.05263157
25860365,92319421.05263157
64046970,92319421.05263157
105011460,92319421.05263157
112123410,92319421.05263157
171645374,92319421.05263157
163665899,92319421.05263157
288336255,92319421.05263157
222895904,92319421.05263157
257017020,92319421.05263157
1038710,92319421.05263157
1897970,92319421.05263157
120029740,92319421.05263157
119718570,92319421.05263157
47263798,92319421.05263157
47093244,92319421.05263157
56212950,92319421.05263157
62524560,92319421.05263157
52586490,92319421.05263157
72269738,92319421.05263157
73102333,92319421.05263157
68447685,92319421.05263157
2146160,92319421.05263157
1748600,92319421.05263157
71277525,92319421.05263157
39254872,92319421.05263157
51105520,92319421.05263157
179941435,92319421.05263157
107786790,92319421.05263157
255258440,92319421.05263157
100772830,92319421.05263157
192898109,92319421.05263157
78377835,92319421.05263157
79317860,92319421.05263157
407800,92319421.05263157
540200,92319421.05263157
39177440,92319421.05263157
25998690,92319421.05263157
38634304,92319421.05263157
96614781,92319421.05263157
88925387,92319421.05263157
203350278,92319421.05263157
103126951,92319421.05263157
242157122,92319421.05263157
121070532,92319421.05263157
203815771,92319421.05263157
159500,92319421.05263157
130000,92319421.05263157
81152129,92319421.05263157
78836754,92319421.05263157
16238900,92319421.05263157
54870600,92319421.05263157
34468700,92319421.05263157
207371559,92319421.05263157
29937400,92319421.05263157
225641900,92319421.05263157
22519200,92319421.05263157
113329500,92319421.05263157
138900,92319421.05263157
81800,92319421.05263157
20867400,92319421.05263157
48150150,92319421.05263157
224534906,92319421.05263157
429988762,92319421.05263157
497992917,92319421.05263157
950763898,92319421.05263157
596668303,92319421.05263157
1106163540,92319421.05263157
729788646,92319421.05263157
963698891,92319421.05263157
4710770,92319421.05263157
5386400,92319421.05263157
569321822,92319421.05263157
509634717,92319421.05263157
38409262,92319421.05263157
86038346,92319421.05263157
117121582,92319421.05263157
234698143,92319421.05263157
171914960,92319421.05263157
237297220,92319421.05263157
148550159,92319421.05263157
172366693,92319421.05263157
285800,92319421.05263157
349000,92319421.05263157
87585831,92319421.05263157
55421255,92319421.05263157
503257957,92319421.05263157
697701216,92319421.05263157
993284875,92319421.05263157
1442012888,92319421.05263157
1167390824,92319421.05263157
1678999018,92319421.05263157
1290878449,92319421.05263157
1441070907,92319421.05263157
19967990,92319421.05263157
8067580,92319421.05263157
798033318,92319421.05263157
650703137,92319421.05263157
225884689,92319421.05263157
243471914,92319421.05263157
344484358,92319421.05263157
398357927,92319421.05263157
330482562,92319421.05263157
405016167,92319421.05263157
360979766,92319421.05263157
354208495,92319421.05263157
8132600,92319421.05263157
8293550,92319421.05263157
270492648,92319421.05263157
173250063,92319421.05263157
13011392,92319421.05263157
48370319,92319421.05263157
30706027,92319421.05263157
115077573,92319421.05263157
51116093,92319421.05263157
101375463,92319421.05263157
34850203,92319421.05263157
54221335,92319421.05263157
931800,92319421.05263157
1446400,92319421.05263157
29393125,92319421.05263157
42824540,92319421.05263157
135390623,92319421.05263157
283478879,92319421.05263157
370581137,92319421.05263157
666222474,92319421.05263157
601162313,92319421.05263157
902300707,92319421.05263157
815180913,92319421.05263157
